"table_name","column_name"
agileed_fieldmapping_c,last_modified_by_id
agileed_fieldmapping_c,last_modified_date
agileed_fieldmapping_c,name
agileed_fieldmapping_c,setup_owner_id
agileed_fieldmapping_c,system_modstamp
alternative_payment_method,_fivetran_deleted
alternative_payment_method,_fivetran_synced
alternative_payment_method,account_id
alternative_payment_method,alternative_payment_method_number
alternative_payment_method,audit_email
alternative_payment_method,bank_account_holder_type
alternative_payment_method,bank_account_type
alternative_payment_method,billing_first_name
alternative_payment_method,billing_last_name
alternative_payment_method,billing_name
alternative_payment_method,comments
alternative_payment_method,company_name
alternative_payment_method,created_by_id
alternative_payment_method,created_date
alternative_payment_method,email
alternative_payment_method,gateway_token
alternative_payment_method,gateway_token_details
alternative_payment_method,id
alternative_payment_method,ip_address
alternative_payment_method,is_auto_pay_enabled
alternative_payment_method,is_deleted
alternative_payment_method,last_modified_by_id
alternative_payment_method,last_modified_date
alternative_payment_method,last_referenced_date
alternative_payment_method,last_viewed_date
alternative_payment_method,mac_address
alternative_payment_method,nick_name
alternative_payment_method,owner_id
alternative_payment_method,payment_gateway_id
alternative_payment_method,payment_method_city
alternative_payment_method,payment_method_country
alternative_payment_method,payment_method_country_code
alternative_payment_method,payment_method_details
alternative_payment_method,payment_method_geocode_accuracy
alternative_payment_method,payment_method_latitude
alternative_payment_method,payment_method_longitude
alternative_payment_method,payment_method_postal_code
alternative_payment_method,payment_method_state
alternative_payment_method,payment_method_state_code
alternative_payment_method,payment_method_street
alternative_payment_method,payment_method_sub_type
alternative_payment_method,payment_method_type
alternative_payment_method,phone
alternative_payment_method,processing_mode
alternative_payment_method,standard_entry_class_code
alternative_payment_method,status
alternative_payment_method,system_modstamp
analytics_user_attr_func_tkn,_fivetran_deleted
analytics_user_attr_func_tkn,_fivetran_synced
analytics_user_attr_func_tkn,created_by_id
analytics_user_attr_func_tkn,created_date
analytics_user_attr_func_tkn,definition_name
analytics_user_attr_func_tkn,id
analytics_user_attr_func_tkn,is_deleted
analytics_user_attr_func_tkn,last_modified_by_id
analytics_user_attr_func_tkn,last_modified_date
analytics_user_attr_func_tkn,name
analytics_user_attr_func_tkn,owner_id
analytics_user_attr_func_tkn,system_modstamp
analytics_user_attr_func_tkn,target_object
analytics_user_attr_func_tkn,target_object_field
analytics_user_attr_func_tkn,token_key
analytics_user_attr_func_tkn,viewer_tgt_obj_rel_desc
app_usage_assignment,_fivetran_deleted
app_usage_assignment,_fivetran_synced
app_usage_assignment,app_usage_type
app_usage_assignment,created_by_id
app_usage_assignment,created_date
app_usage_assignment,id
app_usage_assignment,is_deleted
app_usage_assignment,last_modified_by_id
app_usage_assignment,last_modified_date
app_usage_assignment,name
app_usage_assignment,record_id
app_usage_assignment,system_modstamp
business_operations_request_c,_fivetran_deleted
business_operations_request_c,_fivetran_synced
business_operations_request_c,account_c
business_operations_request_c,change_performed_c
business_operations_request_c,close_date_c
business_operations_request_c,created_by_id
business_operations_request_c,created_date
business_operations_request_c,deal_document_stage_c
business_operations_request_c,description_c
business_operations_request_c,due_date_c
business_operations_request_c,est_effort_hrs_c
business_operations_request_c,id
business_operations_request_c,if_other_please_specify_c
business_operations_request_c,impact_on_customers_c
business_operations_request_c,impact_on_job_function_c
business_operations_request_c,impact_on_learning_com_c
business_operations_request_c,impact_on_revenue_c
business_operations_request_c,impact_on_team_c
business_operations_request_c,impacted_flow_c
business_operations_request_c,is_deleted
business_operations_request_c,jira_ticket_c
business_operations_request_c,last_activity_date
business_operations_request_c,last_modified_by_id
business_operations_request_c,last_modified_date
business_operations_request_c,last_referenced_date
business_operations_request_c,last_viewed_date
business_operations_request_c,name
business_operations_request_c,notes_c
business_operations_request_c,opportunity_c
business_operations_request_c,owner_id
business_operations_request_c,primary_object_c
business_operations_request_c,priority_c
business_operations_request_c,project_c
business_operations_request_c,project_sub_type_c
business_operations_request_c,quote_c
business_operations_request_c,requestor_c
business_operations_request_c,resolution_c
business_operations_request_c,severity_c
business_operations_request_c,status_c
business_operations_request_c,subject_c
business_operations_request_c,system_c
business_operations_request_c,system_modstamp
business_operations_request_c,type_c
business_operations_request_c,uploaded_to_sfdc_and_sharepoint_c
business_operations_request_feed,_fivetran_deleted
business_operations_request_feed,_fivetran_synced
business_operations_request_feed,best_comment_id
business_operations_request_feed,body
business_operations_request_feed,comment_count
business_operations_request_feed,created_by_id
business_operations_request_feed,created_date
business_operations_request_feed,id
business_operations_request_feed,inserted_by_id
business_operations_request_feed,is_deleted
business_operations_request_feed,is_rich_text
business_operations_request_feed,last_modified_date
business_operations_request_feed,like_count
business_operations_request_feed,link_url
business_operations_request_feed,network_scope
business_operations_request_feed,parent_id
business_operations_request_feed,related_record_id
business_operations_request_feed,system_modstamp
business_operations_request_feed,title
business_operations_request_feed,type
business_operations_request_feed,visibility
business_operations_request_history,_fivetran_deleted
business_operations_request_history,_fivetran_synced
business_operations_request_history,created_by_id
business_operations_request_history,created_date
business_operations_request_history,data_type
business_operations_request_history,field
business_operations_request_history,id
business_operations_request_history,is_deleted
business_operations_request_history,new_value
business_operations_request_history,old_value
business_operations_request_history,parent_id
business_ops_request_c,_fivetran_deleted
business_ops_request_c,_fivetran_synced
business_ops_request_c,account_c
business_ops_request_c,change_performed_c
business_ops_request_c,close_date_c
business_ops_request_c,created_by_id
business_ops_request_c,created_date
business_ops_request_c,deal_document_stage_c
business_ops_request_c,description_c
business_ops_request_c,due_date_c
business_ops_request_c,est_effort_hrs_c
business_ops_request_c,id
business_ops_request_c,if_other_please_specify_c
business_ops_request_c,impact_on_customers_c
business_ops_request_c,impact_on_job_function_c
business_ops_request_c,impact_on_learning_com_c
business_ops_request_c,impact_on_revenue_c
business_ops_request_c,impact_on_team_c
business_ops_request_c,impacted_flow_c
business_ops_request_c,is_deleted
business_ops_request_c,jira_ticket_c
business_ops_request_c,last_activity_date
business_ops_request_c,last_modified_by_id
business_ops_request_c,last_modified_date
business_ops_request_c,last_referenced_date
business_ops_request_c,last_viewed_date
business_ops_request_c,name
business_ops_request_c,notes_c
business_ops_request_c,opportunity_c
business_ops_request_c,owner_id
business_ops_request_c,primary_object_c
business_ops_request_c,priority_c
business_ops_request_c,project_c
business_ops_request_c,project_sub_type_c
business_ops_request_c,quote_c
business_ops_request_c,requestor_c
business_ops_request_c,resolution_c
business_ops_request_c,severity_c
business_ops_request_c,status_c
business_ops_request_c,subject_c
business_ops_request_c,system_c
business_ops_request_c,system_modstamp
business_ops_request_c,type_c
business_ops_request_c,uploaded_to_sfdc_and_sharepoint_c
calculated_insight_range_bound,_fivetran_deleted
calculated_insight_range_bound,_fivetran_synced
calculated_insight_range_bound,created_by_id
calculated_insight_range_bound,created_date
calculated_insight_range_bound,id
calculated_insight_range_bound,insight_name
calculated_insight_range_bound,is_deleted
calculated_insight_range_bound,last_modified_by_id
calculated_insight_range_bound,last_modified_date
calculated_insight_range_bound,last_referenced_date
calculated_insight_range_bound,last_viewed_date
calculated_insight_range_bound,lower_bound_range
calculated_insight_range_bound,name
calculated_insight_range_bound,operator
calculated_insight_range_bound,owner_id
calculated_insight_range_bound,system_modstamp
calculated_insight_range_bound,upper_bound_range
campaign,_fivetran_deleted
campaign,_fivetran_synced
campaign,account_executive_c
campaign,actual_cost
campaign,amount_all_opportunities
campaign,amount_won_opportunities
campaign,available_for_sales_selection_c
campaign,budgeted_cost
campaign,campaign_member_record_type_id
campaign,codesters_codesters_campaign_c
campaign,codesters_codesters_is_active_c
campaign,codesters_codesters_page_title_c
campaign,codesters_codesters_token_c
campaign,codesters_id_c
campaign,codesters_license_classroom_name_c
campaign,codesters_license_days_c
campaign,codesters_license_end_date_c
campaign,codesters_license_seats_c
campaign,codesters_license_start_date_c
campaign,codesters_license_suite_c
campaign,codesters_limited_access_c
campaign,codesters_linked_c
campaign,codesters_opportunity_amount_c
campaign,codesters_opportunity_close_date_c
